,seccion,titulo,fecha,resumen,autor,texto,url
120,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/alcaldes-gobierno-abren-hablar-censo-alista-reunion-nacional/20220726185056874833.html
121,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/persecucion-politica-opositores-sentencia-manfred-reyes-villa/20220726184945874832.html
122,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/tinkus-cochabamba-pleno-ensayo-entrada-urcupina-2022/20220726184837874831.html
123,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/conozcamos-parque-tematico-area-51-t-park-que-shinahota/20220726184716874830.html
124,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/saul-es-motoquero-que-recorrio-pais-motocicleta-boxer-150/20220726123358874790.html
125,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/respuesta-lucha-efectiva-coronavirus-vacunacion/20220726122742874788.html
126,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/campamento-ninas-ninos-tipo-militar/20220726122553874787.html
127,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/gobierno-pide-que-alcaldias-aceleraren-vacunaciones-coronavirus/20220726121858874784.html
128,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/autoridades-mas-inspeccionaron-represa-quecoma/20220726121751874781.html
129,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/suspenden-actos-masivos-honor-fiestas-patrias/20220726121656874780.html
130,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/valor-boliviano-frente-economia-varios-paises-region/20220726121536874778.html
131,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/polemica-juicio-oral-manfred-reaccion-mas/20220726121419874777.html
132,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/primer-centro-integral-lucha-violencia-mujer-encuentra-sacaba/20220718222232873978.html
133,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/aprender-ingles/20220718222100873977.html
134,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/velocidad-contagio-covid-dispara-cochabamba/20220718221311873975.html
135,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/polemica-postergacion-censo/20220718221158873974.html
136,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/euro-sigue-cayendo/20220718221053873973.html
137,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/censo-llevaria-cabo-recien-2024/20220718220808873972.html
138,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/civicos-lucha-avasallamientos-loteamientos/20220718220528873970.html
139,buenanoche,,"ext"": ""http://schema.org/",,,,https://www.opinion.com.bo/video/buenanoche/alcaldia-anuncia-que-podran-pagar-impuestos-descuentos/20220718220323873969.html
140,cochabamba,Niños de Cochabamba y Tarija comparten sus tradiciones y costumbres en la plazuela Cobija,2022-07-30T13:58:26-04:00,"La actividad, denominada Santa Anita, se desarrollará este domingo 31 de julio a partir de las 9:00",Redacción,"Los niños de Cochabamba y los de Tarija podrán compartir este domingo 31 de julio algunas de sus tradiciones y costumbres, propias de cada una de sus regiones, en la actividad denominada Santa Anita, que se desarrollará en la plazuela Cobija, a partir de las 9:00. La investigadora socio-cultural Melby Mojica, impulsora de este encuentro, afirmó que el objetivo de reunir a los menores de Cochabamba y Tarija es el de fortalecer, de manera positiva, los procesos de identidad cultural de todas las comunidades asentadas en el territorio nacional y regional. Esta actividad es una propuesta que parte de una institución que ya está consolidada en la región como es la Ñawpa Manka Mikhuna, “fiel a sus principios de recuperar valores, costumbres y tradiciones (…), en esta oportunidad aúna esfuerzos, con los residentes tarijeños en Cochabamba, para dedicar acciones y tareas que permitan fortalecer la interculturalidad de nuestros ch’itis qhochalas y los changuitos chapacos, a través de la celebración tradicional de Santa Anita”, matizó Mojica. La investigadora socio-cultural agregó que, en esta oportunidad, “los changuitos son actores principales en la venta y atención de sus bazares o de sus puestitos de tradicional repostería y gastronomía chapaca y serán los Ch´itis en Acción los que les darán un descanso en sus tareas de ventitas, jugando juegos tradicionales practicados en la Llajta”.   Mojica destacó que “el orgullo por valorar la identidad cultural debe practicarse desde la tierna infancia, y en esta convivencia desde la Ñawpa Manka Mikhuna, cuya marca es la cultura, estaremos compartiendo con los residentes tarijeños, especialmente con los niños, algunas de nuestras tradiciones y costumbres, pero también priorizando valores como la amistad, el compañerismo, la fraternidad, el altruismo y reconociendo y valorando nuestra música, vestimenta, artistas, poetas, escritores cuyas obras sirven como estímulo y emulación para crecer como dignos bolivianos con autoestima y otros valores propios de nuestra identidad”. ",https://www.opinion.com.bo/articulo/cochabamba/ninos-cochabamba-tarija-comparten-tradiciones-costumbres-plazuela-cobija/20220730135826875219.html
141,cochabamba,Tome nota: hoy vacunan en exsede Codesur y hacen pruebas en La Costanera,2022-07-30T09:01:50-04:00,Los puntos de inmunización y de diagnóstico atienden de 08:30 a 13:30.,Redacción,"El Servicio Departamental de Salud (SEDES) de Cochabamba habilitó para este sábado un punto de vacunación contra el coronavirus y otro para pruebas antígeno nasales y PCR, que atienden de 08:30 a 13:30.  La vacunación se está realizando en la exsede del Comité Organizador de los Juegos Suramericanos (Codesur), ubicada en la avenida Juan de la Rosa, entre Libertador Bolívar y Félix Araníbar. En tanto, el diagnóstico antígeno nasal y PCR se efectúa en el coliseo de La Costanera. La población puede recibir la primera dosis o completar su esquema de vacunación. Si presenta síntomas de la COVID puede pedir un test antígeno o PCR para confirmar, iniciar el tratamiento y aislarse o descartar la enfermedad. El SEDES reportó anoche 1.789 nuevos contagios y un fallecido por coronavirus en Cochabamba. Desde que comenzó la pandemia, 178.799 pacientes dieron positivo a la dolencia. De esa cifra, 158.315 vencieron la enfermedad y 3.145 perdieron la vida. ",https://www.opinion.com.bo/articulo/cochabamba/covid-hoy-vacunan-exsede-codesur-hacen-pruebas-costanera/20220730090150875203.html
142,cochabamba,Cochabamba cierra este viernes con 1.789 casos nuevos y un deceso a causa del coronavirus,2022-07-29T20:09:30-04:00,,REDACCIÓN,"El Servicio Departamental de Salud reportó hoy 1.789 nuevos casos de la COVID-19 y 1 fallecimiento en las últimas 24 horas. Cochabamba suma 799 positivos. Los datos del SEDES señalan que 2.029 personas se recuperaron en la jornada de hoy, pero que aún existen 1.892 sospechosos. Hoy falleció una persona y el departamento suma 3.145 muertos en casi tres años de pandemia. ",https://www.opinion.com.bo/articulo/cochabamba/cochabamba-cierra-viernes/20220729200929875174.html
143,cochabamba,"Ante contagios en aumento, Gobernación apura Sala Situacional para el martes 2 de agosto",2022-07-29T17:20:24-04:00,"La anterior Sala Situacional tuvo lugar el 12 de julio, cuando se determinó sugerir la ampliación de las vacaciones de invierno y reducir el aforo al 80% en actividades deportivas y nocturna",redaccion,"La fecha y hora para instalar otra sesión de la Sala Situacional, finalmente, fueron dadas a conocer hoy. El evento que busca encarar medidas destinadas a combatir la COVID-19 en el departamento será instalado el martes 2 de agosto a las 14:30, así lo conformó el asesor general de la Gobernación, José de la Fuente, a los medios de comunicación. “Se cumplieron los 15 días que mandaba el decreto departamental anterior y se va a convocar (a la Sala Situacional) con la idea de hacer el seguimiento y la evaluación de esta quinta ola”, señaló al respecto. La Gobernación, el Servicio Departamental de Salud (SEDES), las secretarias de salud de las diferentes alcaldías del departamento, médicos, transportistas, representantes de locales nocturnos, bares y entes deportivos, entre algunos, serán parte de esta reunión.  “Por lo pronto, lo que se va hacer es ver cómo está evolucionando la pandemia. En el caso de Cochabamba es evidente que hay bastantes contagios, pero también tienen que ver con la cantidad de pruebas que estamos haciendo en Cochabamba, que en muchos casos superan las 5 mil diarias. Por eso es obvio que encontraremos muchos más contagiados”, dijo el Asesor General de la Gobernación, sobre los temas que se abordarán en la Sala Situacional. Entre tanto, este jueves, las cifras se dispararon en Cochabamba. En su reporte epidemiológico diario, el SEDES reportó 2.081 casos nuevos y cuatro fallecidos. ",https://www.opinion.com.bo/articulo/cochabamba/gobernacion-confirma-sala-situacional-martes-2-agosto/20220729171807875140.html
144,cochabamba,Los cochabambinos sienten el frente frío: desde el Senamhi emiten alerta naranja,2022-07-29T14:36:48-04:00,"Los termómetros marcaron esta jornada una temperatura mínima de 2 grados centígrados en la Llajta; mañana, el descenso será más brusco, puesto que el Senamhi pronostica llegar a 1 grado centígrado.",redaccion,"Un descenso brusco de temperaturas desde hoy hasta mañana ocasionará el ingreso de un frente frio a territorio nacional, el cual afectará principalmente a Cochabamba, Tarija, Santa Cruz y Chuquisaca, informó el Servicio Nacional de Metereología e Hidrología (Senamhi). El ingreso de este frente frío activó la “alerta naranja” del Senamhi. Existe un nivel de amenaza importante, ya que es un fenómeno no habitual. Esta instancia también anunció que las temperaturas descenderán entre 6 y 10 grados centígrados. En Cochabamba, el frío afectará a dos provincias: Chapare y Carrasco. De acuerdo con el reporte de la Estación Alalay, la temperatura mínima de hoy fue de 2 grados centígrados; mientras que la máxima será de 14.  El cielo estará nuboso la mayor parte del día. Para mañana, el pronóstico extendido del Senamhi anuncia una mínima de 1 grado centígrado y una máxima de 16. Las temperaturas mejorarán desde el domingo, cuando las mínimas comenzarán a subir a 5, 4 y 9 grados centígrados hasta el martes; y las máximas reportan otro ascenso entre18 y 20 grados progresivamente. ",https://www.opinion.com.bo/articulo/cochabamba/frente-frio-ingreso-hoy-cochabamba-senamhi-activa-alerta-naranja/20220729124413875127.html
145,cochabamba,Entre el lunes y martes habrá una nueva Sala Situacional para evaluar medidas,2022-07-29T12:27:23-04:00,"Las cifras de COVID-19 se dispararon en el departamento. En su reporte epidemiológico diario, el Servicio Departamental de Salud (SEDES) reflejó 2.081 casos y cuatro fallecidos este jueve",redaccion,"En medio de una escalada de casos COVID-19 en el departamento y el retorno de los estudiantes a las clases, previsto a partir de este lunes a nivel nacional, el gobernador de Cochabamba, Humberto Sánchez, solicitará la instalación de la Sala Situacional para los primeros días de la siguiente semana.  “Vamos a instruir ahora, a nuestro Secretario Departamental de Salud interino (...) para que puede, lo antes posible, convocar para el día lunes o en su caso el día martes a la Sala Situacional”, dijo el Gobernador este viernes, ante los medios de prensa. La anterior Sala tuvo lugar el 12 de julio, cuando Cochabamba recién había superado los 1..000 casos activos de coronavirus y registraba un fallecido a causa de esta letal enfermedad. Entonces, se determinó sugerir la ampliación de las vacaciones de invierno y reducir el aforo al 80% en las actividades deportivas y nocturnas. Entre tanto, ayer, las cifras se dispararon en Cochabamba. En su reporte epidemiológico diario, el Servicio Departamental de Salud (SEDES), reportó 2.081 casos nuevos y cuatro fallecidos.  ",https://www.opinion.com.bo/articulo/cochabamba/gobernador-preve-convocar-sala-situacional-siguientes-dias/20220729110943875123.html
146,cochabamba,Demandas de inhabilitación contra Manfred se extinguen y su gestión sigue su curso,2022-07-29T09:51:37-04:00,La Sala Plena estableció dejar sin efecto las denuncias previas de inhabilitaci,Redacción,"Las demandas de inhabilitación preelectorales interpuestas contra Manfred Reyes Villa se han extinto. Esto, luego de que la Sala Plena del Tribunal Departamental Electoral (TED) de Cochabamba aplicara el principio de preclusión. En consecuencia, el Alcalde de Cochabamba podrá continuar al frente de su despacho.  Hasta hace unas horas, mediante un auto de reanudación de plazos, el Tribunal Electoral Departamental había reanudado las denuncias respecto a una posible inhabilitación de Reyes Villa. Estas demandas fueron hechas, claro, antes de que se convirtiera en Burgomaestre, al calor de los comicios subnacionales del año pasado. Sin embargo, este viernes, mediante una resolución, la Sala Plena estableció dejar sin efecto las demandas previas. ""Tenemos Alcalde por los cuatro años que restan para hacer gestión y obras en el municipio de Cochabamba (...). No existe ninguna posibilidad de inhabilitar al alcalde Manfred Reyes Villa"", comunicó el exasambleista Freddy Gonzales, ante los medios de comunicación. Según lo explicado por el exasambleísta, la cuestión respecto a la residencia permanente del entonces candidato Reyes Villa era un requisito que no podía ser exigido, tomando en cuenta que estuvo fuera del país, en condición de ""asilado o refugiado en contra de su voluntad"". ""Ya no hay nada más que considerar. Es un caso absolutamente cerrado con esta sentencia constitucional"", comentó.  Un fragmento de la resolución emitida por el TED reza, de acuerdo con lo citado por Unitel, lo siguiente: ""Resuelve: aplicar el principio de preclusión y de conservación del acto electoral a todas las demandas de Inhabilitación acumuladas en la presente causa; disponiendo en consecuencia, la extinción de los procesos de inhabilitación contra el ciudadano Manfred Armando Antonio Reyes Villa Bacigalupi"". ",https://www.opinion.com.bo/articulo/cochabamba/demandas-preelectorales-manfred-extinguen-podra-seguir-despacho/20220729095137875115.html
147,cochabamba,Colcapirhua y Trópico van a clases presenciales,2022-07-29T00:00:59-04:00,,REDACCIÓN,"La siguiente semana los municipios del Trópico y Colcapirhua retornarán a clases presenciales debido a que no reportaron casos de COVID entre los estudiantes. De este modo, David Pacheco, director distrital de Colcapirhua, indicó que viendo el riesgo y, de acuerdo a la Sala situacional, decidieron retornar a la modalidad presencial debido a que no hay casos en las 27 unidades educativas que hay en su municipio. ""Hay casos aislados, hay algunas unidades educativas que no tienen casos y, probablemente, no los tengan, entonces ahí tomaremos protocolos de acuerdo a las medidas de bioseguridad"", indicó en Unitel. Los padres del Trópico de Cochabamba también se reunieron ayer para determinar el retorno a clases y decidieron regresar de manera presencial, así lo indicó Carmelo Montaño, su representante. Ellos indicaron a Radio Soberanía, que no deben temer a la COVID-19 porque ya conocen de las medidas de bioseguridad y lo que sí harán es desinfectar y crear Comités de Emergencia en cada unidad educativa. ",https://www.opinion.com.bo/articulo/cochabamba/colcapirhua-tropico-van-clases-presenciales/20220728230403875087.html
148,cochabamba,UGR reportó 23 incendios y 153 hectáreas afectadas,2022-07-29T00:00:48-04:00,Hay dos personas que permanecen internadas con quemaduras y una tendrá que perder los dedos de sus manos debido a la gravedad de sus lesion,EDITH ERQUICIA CHACÓN,"Son cinco municipios los que están afectados por los incendios de la anterior semana y dejaron, solo en este mes, 23 focos de calor y 153 hectáreas dañadas de pajonales y especies nativas. Ya en junio, se registraron siete incendios y sumados a los de este mes son 30 en total. Las quemas dejaron animales muertos, personas heridas y sembradíos perdidos. ""Hasta el momento, en el departamento de Cochabamba, tenemos en el mes de junio siete incendios y el mes de julio 23, es decir, 30 incendios con un promedio aproximado de 153 hectáreas que han sido afectadas, un 80% pajonales en alta montaña y el otro 20%, especies nativas"", indicó a Radio Kausachun Coca, el responsable de la Unidad de Gestión de Riesgos (UGR), Fernando Fernández. Los municipios afectados fueron Colomi, Tiraque, Vacas, Totora y Alalay, los incendios comenzaron a mediados de la anterior semana y fueron controlados hasta el sábado, pero recién pudieron obtener los datos de los daños, incluso aún falta la cuantificación del municipio de Alalay. Respecto a las dos personas que quedaron con quemaduras por salvar a sus animales, uno de ellos tendrá que perder los dedos de ambas manos y el otro está restableciéndose, aunque con problemas respiratorios. Ambos son de Colomi y se quemaron la anterior semana. El más joven es de 33 años y, según el director del hospital Viedma, Eduardo Amaya, está recuperándose de sus quemaduras, pero deberá permanecer en observación. También quedó herido otro comunario de 75 años de edad que, por sus heridas, deberán amputarle los dedos de las manos y es agricultor de oficio. ""Tiene una especie de necrosado en los dedos de ambas manos. Se ha comunicado los familiares y están rechazando. Es normal que rechacen, nadie quiere que la amputen, pero las quemaduras son consecuencia de sus lesiones"", indicó Amaya en Unitel, su familia pidió ayuda porque son de escasos recursos. Su hijo, Limbert Véliz, dijo que está apenado por su papá, ya que no podrá trabajar en el campo como siempre lo hacía con animales y sembradíos. La UGR realiza campañas para evitar las quemas.  ",https://www.opinion.com.bo/articulo/cochabamba/ugr-reporto-23-incendios-153-hectareas-afectadas/20220728225856875085.html
149,cochabamba,Hay 66 contagios por hora en Cochabamba,2022-07-29T00:00:42-04:00,,REDACCIÓN,"Los contagios de COVID-19 preocupan a las autoridades de salud, es así que determinaron que cada hora hay 66 nuevos contagios y una posibilidad de 96% de contagio. El coordinador de Planificación de la Alcaldía, Johan Sosa, indicó en la Red Uno que en el municipio los contagios son de 46 cada hora y recomendó a la población cuidarse y seguir siendo usando las medidas de bioseguridad. En este sentido, el director interino del Servicio Departamental de Salud (SEDES), Efraín Valencia, confirmó que están convocando a una Sala Situacional para el martes 2 de agosto debido al ascenso en los casos de contagios. Les preocupa que exista casi un 100% de contagio entre la población. La tasa de mortalidad también cambió en esta quinta ola, pues se mantuvo en 0%, pero desde la anterior semana cambió a 0,11% por las variantes de la COVID que son más contagiosas. Otro dato que les preocupa, dijo Valencia, es que solo el 54% de los menores de 5 a 11 años está vacunado y de los menores de 12 a 17, solo el 64%. ",https://www.opinion.com.bo/articulo/cochabamba/66-contagios-hora-cochabamba/20220728230553875088.html
150,cochabamba,Avícolas garantizan abastecimiento de pollo para los próximos meses,2022-07-29T00:00:39-04:00,,REDACCIÓN,"Una preocupación de los productores avícolas fue el incremento en el precio de la soya que es el alimento básico para las granjas. A principios de mes, se preveía que subiría el precio del pollo y que se generaría desabastecimiento, indicaron los productores avícolas, pero a casi terminar el mes, no hay escasez del producto en el mercado, pero sí se incrementó el precio del kilo de pollo en un boliviano. ""No va a subir más el precio, tal vez va a subir unos centavos, pero de que vaya a haber una escalada y una escasez en el precio del pollo, no creo"", dijo el vicepresidente de la Asociación de Avicultores (ADA), Iván Carrión a Unitel. Actualmente, el precio de la carne de pollo, fluctúa entre 13 y 14 bolivianos, depende a la oferta y la demanda y si le venden con menudencia o sin ella, explicó Carreón, ""pero para los meses que viene a carne de pollo está garantizada"", dijo. Le llegan a pagar al productor entre 12 y 12,50 bolivianos, aunque el sector pide para ellos 13 bolivianos. ",https://www.opinion.com.bo/articulo/cochabamba/avicolas-garantizan-abastecimiento-pollo-proximos-meses/20220728230219875086.html
151,cochabamba,EMSA recuerda que hay multas por echar basura en la calle,2022-07-29T00:00:27-04:00,,REDACCIÓN,"Con el objetivo de disminuir la contaminación en Cochabamba, la Empresa Municipal de Servicios de Aseo (EMSA) socializó y notificó a los comerciantes y vecinos del centro de la ciudad para que no desechen basura en vía pública porque también se arriesgan a multas. “Hemos podido detectar que cuando las señoras inician el trabajo de barrido a las 23:00, algunas personas botan sus desechos desde sus terrazas”, dijo el gerente de EMSA, Jorge Zambrana. Funcionarios socializaron sobre los daños que genera botar basura, además se les hizo conocer que hacerlo conlleva una sanción. “Hacemos la advertencia. En una segunda oportunidad que la gente sea sorprendida se procederá a la multa como está establecido en la normativa. En una primera ocasión son 100 bolivianos, la segunda sanción es de 200 bolivianos, y la reincidencia por tercera ocasión es de 2.060 bolivianos”. ",https://www.opinion.com.bo/articulo/cochabamba/emsa-recuerda-que-multas-echar-basura-calle/20220728231330875092.html
152,cochabamba,Controlan la seguridad en el Cristo de la Concordia,2022-07-29T00:00:21-04:00,,REDACCIÓN,"Con la finalidad de cuidar la seguridad de los transeúntes y los ciclistas que transitan por la ciclovía, la Dirección de Seguridad Ciudadana realiza controles diarios alrededor del Cristo de la Concordia para evitar cualquier tipo de atraco o confrontación con los inhaladores de clefa. El director de Seguridad Ciudadana de la Alcaldía, Miguel Pantoja, señaló que se cumplen patrullajes físicos y móviles. En el caso del Cristo de la Concordia se realizan controles físicos. “Se tiene personal desplegado en los diferentes puntos de la ciclo ruta, los guardias municipales realizan controles tanto a pie, en bicicletas y motocicletas para prevenir un delito o para la retención de las personas que encontraron en flagrancia”, informó Pantoja.   Indicó que los turnos fueron designados de acuerdo a la cantidad de turistas y familias que visitan el Cristo y recomendó que no visiten estos lugares en horarios nocturnos y deben prevenir los actos delictivos. También trabajan con Movilidad Urbana y la Intendencia. ",https://www.opinion.com.bo/articulo/cochabamba/controlan-seguridad-cristo-concordia/20220728230859875089.html
153,cochabamba,Sector lechero protesta ante pedido de billetera móvil para subsidios,2022-07-29T00:00:08-04:00,"Este sector pide ser tomado en cuenta para la correspondiente reglamentación, que garantice la cuota láctea en caso de que se cambie la modalida",MELISSA REVOLLO P.,"El sector productor lechero de Cochabamba se declaró en emergencia y emitió un pronunciamiento en contra de una posible aplicabilidad de billetera móvil para la adquisición de los subsidios prenatal, de lactancia y universal prenatal Por la Vida. Los productores realizaron este jueves una marcha. Protestaron en puertas del SEDEM. Luego, avanzaron hasta el centro de la ciudad para hacer conocer su pedido y su preocupación. Desde días anteriores, diferentes sectores se movilizan solicitando que se apruebe la vigencia de una billetera móvil asignada a las madres en gestación para que puedan acceder a diferentes productos en diferentes supermercados autorizados. Esta situación, a percepción de los productores lecheros, pondría en riesgo el porcentaje lácteo que fue asignado en la lista de alimentos de alto valor nutricional para los subsidios. Las denuncias contra el Servicio de Desarrollo de las Empresas Públicas Productiva (SEDEM), por supuestos sobreprecios y otros, además de la determinación gubernamental para que las esposas de los militares ya no perciban el subsidio de lactancia en dinero sino en productos, derivó en la declaratoria de emergencia del sector lechero. “Debe entenderse que, como un sector importante productivo del país, además de ser uno de los más grandes, no estamos en contra de las políticas del régimen de asignaciones familiares, más bien pedimos que se nos tome en cuenta para realizar la correspondiente reglamentación, que garantice la cuota láctea en caso de que se aplique una billetera móvil y que la entrega de los subsidios sea en especie”, expusieron en el pronunciamiento. Los productores de leche del departamento manifestaron su rotundo rechazo respecto a la posible aplicabilidad de una billetera móvil. “La población en general debe considerar que la leche es el alimento más completo para la gestación de los niños, así como también para las madres gestantes al momento de aportar el calcio necesario y posteriormente la consiguiente etapa de lactancia. La leche es un alimento que contiene proteínas grasas minerales y vitaminas que sin duda alguna demuestran su gran valor nutricional. Es decir, nuestra producción aporta una buena nutrición alimentaria en favor de todos los bolivianos ya que entregamos materia prima de primera calidad”, aseguraron. Este sector expresó que los productores lácteos tan solo tienen una asignación del 20% dentro de los diferentes paquetes del subsidio de lactancia a nivel nacional. Además, enfatizaron, que el subsidio de lactancia está enmarcado dentro del régimen de asignaciones familiares que tienen por objeto el mejorar las condiciones de salud y nutrición de las madres, niñas y niños hasta su primer año de edad, además de beneficiar la alimentación de los demás integrantes del núcleo familiar de los trabajadores a nivel nacional. El subsidio de lactancia se estableció en Bolivia por el Decreto Supremo 21637 del 25 de junio de 1987, consistente en la entrega la madre de productos lácteos y otros equivalentes a un salario mínimo nacional por cada hijo. “A la fecha los productos lácteos están desapareciendo del régimen de asignaciones, poniendo en riesgo al sector productivo lechero del país, al cual defendemos hasta las últimas consecuencias”, manifestaron. Informaron que los países que tienen un alto índice de desarrollo humano son los que tienen un consumo per cápita de productos lácteos que sobrepasa los 150 litros de leche al año. El documento emitido por los productores está firmado por representantes de diferentes organizaciones de Productores de Leche de Cochabamba (Prolec). ",https://www.opinion.com.bo/articulo/cochabamba/sector-lechero-protesta-pedido-billetera-movil-subsidios/20220728231153875091.html
154,cochabamba,Manfred logra desarraigo y prevé viaje a Estados Unidos,2022-07-29T00:00:05-04:00,,REDACCIÓN,"El alcalde de Cochabamba, Manfred Reyes Villa, informó que logró desarraigo y que esto le permitiría realizar el viaje que tiene programado a Estados Unidos en próximos días. La autoridad municipal tiene varios procesos penales activados en su contra. En días anteriores observó esa situación y cuestionó que incluso se esté tratando de impedir su salida del país, cuando el año anterior lo hizo varias veces, logrando desarraigos. Este jueves, Reyes Villa manifestó que tiene aval para su viaje. “He logrado el desarraigo temporal, ayer (por miércoles). Ya he salido cuántas veces, el año pasado he viajado; ¿por qué no volvería?”. Antes, dijo que también le frenan la renovación de su pasaporte; pero, ahora, manifestó que lo obtendrá. “Me tienen que renovar el pasaporte. Ese es un documento que, tengas o no tengas arraigo, te tienen que dar”, expresó. ",https://www.opinion.com.bo/articulo/cochabamba/manfred-logra-desarraigo-preve-viaje-estados-unidos/20220728231523875093.html
155,cochabamba,Cochabamba registra cuatro decesos a causa del coronavirus en las últimas 24 horas y 2.081 casos nuevos,2022-07-28T20:06:05-04:00,,REDACCIÓN,"El Servicio Departamental de Salud reportó hoy 2.081 nuevos casos de la COVID-19 y 4 fallecimientos en las últimas 24 horas. Cochabamba suma 177.010 positivos. Los datos del SEDES señalan que 1.658 personas se recuperaron en la jornada de hoy, pero que aún existen 1.994 sospechosos. Hoy fallecieron 4 personas y el departamento suma 3.144 muertos en casi tres años de pandemia. ",https://www.opinion.com.bo/articulo/cochabamba/cochabamba-registra-decesos-causa-coronavirus-ultimas-24-horas/20220728200605875059.html
156,cochabamba,En El Abra identifican a 27 presos con COVID; la cifra es mayor que en otras 3 cárceles juntas,2022-07-28T17:06:46-04:00,"Tres penales del país registran, también, casos: en Palmasola hay 8, mientras que en San Pedro, también hay ",redaccion,"Solo en el penal de El Abra, la Dirección de Régimen Penitenciario identificó, hoy, 27 casos positivos de COVID-19. Esta cifra supera al total de los casos detectados en los penales de San Pedro, el Centro de Orientación Femenina de Obrajes y Palmasola, donde sumados llegan a 20. La información fue dada a conocer por la Dirección de Régimen Penitenciario, instancia que realizó los rastrillajes médicos de forma masiva a todos los privados de libertad con pruebas PCR y de antígeno nasal.  Ante ello y en medio de una escalada de casos durante esta quinta ola, Régimen Penitenciario determinó restringir las visitas hasta nuevo aviso. Ente tanto, los presos serán aislados y sometidos a tratamientos médicos. ",https://www.opinion.com.bo/articulo/cochabamba/penal-abra-identifican-27-presos-covid-19-regimen-penitenciario-restringe-visitas/20220728165847875032.html
157,cochabamba,EMSA notifica a comerciantes y vecinos para que no desechen basura en las calles,2022-07-28T16:46:48-04:00,"El gerente de EMSA informó que identificaron a personas que, cuando se inicia el trabajo de barrido a las 23:00, botan sus desperdicios desde sus terraz",Redacción,"Con el objetivo de disminuir los índices de contaminación en el municipio de Cochabamba, la Empresa Municipal de Servicios de Aseo (EMSA) socializó y notificó a los comerciantes y vecinos del centro de la ciudad para que no desechen su basura en vía pública, según la Alcaldía. “Estamos en este tema de las batidas, acudimos permanentemente a las diferentes OTB (…) Este no solo es un tema de los días de cancha, sino de todos los días de la semana. Hemos podido detectar que cuando las señoras inician el trabajo de barrido a las 23:00, algunas personas botan sus desechos desde sus terrazas”, señaló el gerente de EMSA, Jorge Zambrana. Funcionarios de EMSA, en esta primera instancia, socializaron sobre los daños que genera botar basura en vía pública, además se les hizo conocer que hacerlo conlleva una sanción. “En esta ocasión hacemos la advertencia, en una segunda oportunidad que la gente sea sorprendida se procederá a la multa como está establecido en la normativa. En una primera ocasión son 100 bolivianos, la segunda sanción es de 200 bolivianos, y la reincidencia por tercera ocasión es de 2.060 bolivianos”, informó Zambrana.  ",https://www.opinion.com.bo/articulo/cochabamba/emsa-notifica-comerciantes-vecinos-que-desechan-basura-calles/20220728164034875028.html
